5.424276320214689018e-15	2.508159959241789302e-14	1.089495023112446729e-13	4.445819904202866298e-13	1.704256958620308573e-12	6.137265068546217050e-12	2.076210010587878091e-11	6.598181767838618453e-11	1.969853212126092408e-10	5.524589955014308314e-10	1.455535589105843526e-09	3.602485181064097620e-09	8.376028996090065482e-09	1.829492932467504417e-08	3.753875760461155673e-08	7.235784911949934201e-08	1.310231382371230808e-07	2.228778660093506177e-07	3.561578157776491922e-07	5.346562063419404240e-07	7.539861019180172547e-07	9.988692961143783371e-07	1.243112924044509766e-06	1.453346250172146506e-06	1.596188590286168356e-06	1.646857055153040459e-06	1.596188590286168356e-06	1.453346250172146506e-06	1.243112924044509766e-06	9.988692961143783371e-07	7.539861019180172547e-07	5.346562063419404240e-07	3.561578157776491922e-07	2.228778660093506177e-07	1.310231382371230808e-07	7.235784911949934201e-08	3.753875760461155673e-08	1.829492932467504417e-08	8.376028996090065482e-09	3.602485181064097620e-09	1.455535589105843526e-09	5.524589955014308314e-10	1.969853212126092408e-10	6.598181767838618453e-11	2.076210010587878091e-11	6.137265068546217050e-12	1.704256958620308573e-12	4.445819904202866298e-13	1.089495023112446729e-13	2.508159959241789302e-14
2.508159959241789302e-14	1.159761415121784904e-13	5.037773947061184105e-13	2.055726296274017085e-12	7.880404336963176650e-12	2.837842616316361421e-11	9.600297824295535826e-11	3.050968338802662070e-10	9.108508970728353804e-10	2.554544514031662363e-09	6.730328376232488112e-09	1.665772271083206110e-08	3.873036568426478391e-08	8.459489613075651981e-08	1.735774565773659063e-07	3.345793045646390833e-07	6.058448531389476610e-07	1.030576811219279023e-06	1.646857055153040459e-06	2.472225250969322195e-06	3.486396413117686965e-06	4.618724830985297523e-06	5.748095924399762393e-06	6.720204975567510795e-06	7.380701264488513383e-06	7.614989872356314193e-06	7.380701264488513383e-06	6.720204975567510795e-06	5.748095924399762393e-06	4.618724830985297523e-06	3.486396413117686965e-06	2.472225250969322195e-06	1.646857055153040459e-06	1.030576811219279023e-06	6.058448531389476610e-07	3.345793045646390833e-07	1.735774565773659063e-07	8.459489613075651981e-08	3.873036568426478391e-08	1.665772271083206110e-08	6.730328376232488112e-09	2.554544514031662363e-09	9.108508970728353804e-10	3.050968338802662070e-10	9.600297824295535826e-11	2.837842616316361421e-11	7.880404336963176650e-12	2.055726296274017085e-12	5.037773947061184105e-13	1.159761415121784904e-13
1.089495023112446729e-13	5.037773947061184105e-13	2.188309251435424898e-12	8.929667983970931969e-12	3.423091606896773436e-11	1.232702641416749476e-10	4.170179282795468424e-10	1.325280235238262458e-09	3.956555942541846140e-09	1.109643555269115894e-08	2.923521381799913784e-08	7.235784911949934201e-08	1.682370396706575353e-07	3.674634784578694299e-07	7.539861019180172547e-07	1.453346250172146506e-06	2.631670080853657624e-06	4.476621607092085795e-06	7.153620959283844030e-06	1.073885697369248870e-05	1.514421568964467534e-05	2.006282612854382090e-05	2.496859053558778854e-05	2.919123977000898806e-05	3.206030486656371057e-05	3.307800818848850632e-05	3.206030486656371057e-05	2.919123977000898806e-05	2.496859053558778854e-05	2.006282612854382090e-05	1.514421568964467534e-05	1.073885697369248870e-05	7.153620959283844030e-06	4.476621607092085795e-06	2.631670080853657624e-06	1.453346250172146506e-06	7.539861019180172547e-07	3.674634784578694299e-07	1.682370396706575353e-07	7.235784911949934201e-08	2.923521381799913784e-08	1.109643555269115894e-08	3.956555942541846140e-09	1.325280235238262458e-09	4.170179282795468424e-10	1.232702641416749476e-10	3.423091606896773436e-11	8.929667983970931969e-12	2.188309251435424898e-12	5.037773947061184105e-13
4.445819904202866298e-13	2.055726296274017085e-12	8.929667983970931969e-12	3.643862047909845856e-11	1.396835091212780216e-10	5.030196396416584672e-10	1.701693506279837981e-09	5.407970778642846889e-09	1.614521846202981103e-08	4.528038494836433497e-08	1.192979249454291147e-07	2.952651999472019762e-07	6.865121581328972103e-07	1.499480412428653613e-06	3.076734035758402406e-06	5.930560075671914532e-06	1.073885697369248870e-05	1.826741106860522762e-05	2.919123977000898806e-05	4.382124109721817804e-05	6.179785507805360184e-05	8.186885652954063567e-05	1.018874381508308929e-04	1.191184833750908969e-04	1.308260602268671241e-04	1.349789251681507017e-04	1.308260602268671241e-04	1.191184833750908969e-04	1.018874381508308929e-04	8.186885652954063567e-05	6.179785507805360184e-05	4.382124109721817804e-05	2.919123977000898806e-05	1.826741106860522762e-05	1.073885697369248870e-05	5.930560075671914532e-06	3.076734035758402406e-06	1.499480412428653613e-06	6.865121581328972103e-07	2.952651999472019762e-07	1.192979249454291147e-07	4.528038494836433497e-08	1.614521846202981103e-08	5.407970778642846889e-09	1.701693506279837981e-09	5.030196396416584672e-10	1.396835091212780216e-10	3.643862047909845856e-11	8.929667983970931969e-12	2.055726296274017085e-12
1.704256958620308573e-12	7.880404336963176650e-12	3.423091606896773436e-11	1.396835091212780216e-10	5.354616191254038532e-10	1.928271364234862257e-09	6.523257941183735571e-09	2.073087086322244719e-08	6.189094813837926115e-08	1.735774565773659063e-07	4.573156878104918332e-07	1.131867197707957370e-06	2.631670080853657624e-06	5.748095924399762393e-06	1.179432703809752984e-05	2.273416039170813389e-05	4.116624631542549283e-05	7.002614388454435823e-05	1.119014593050902294e-04	1.679839864964186187e-04	2.368953912078585757e-04	3.138354036852831108e-04	3.905744704152245466e-04	4.566278179653243566e-04	5.015075471225025712e-04	5.174271055546877029e-04	5.015075471225025712e-04	4.566278179653243566e-04	3.905744704152245466e-04	3.138354036852831108e-04	2.368953912078585757e-04	1.679839864964186187e-04	1.119014593050902294e-04	7.002614388454435823e-05	4.116624631542549283e-05	2.273416039170813389e-05	1.179432703809752984e-05	5.748095924399762393e-06	2.631670080853657624e-06	1.131867197707957370e-06	4.573156878104918332e-07	1.735774565773659063e-07	6.189094813837926115e-08	2.073087086322244719e-08	6.523257941183735571e-09	1.928271364234862257e-09	5.354616191254038532e-10	1.396835091212780216e-10	3.423091606896773436e-11	7.880404336963176650e-12
6.137265068546217050e-12	2.837842616316361421e-11	1.232702641416749476e-10	5.030196396416584672e-10	1.928271364234862257e-09	6.943971932482010513e-09	2.349115424938865604e-08	7.465473380985820650e-08	2.228778660093506177e-07	6.250764331933712831e-07	1.646857055153040459e-06	4.076010357235083624e-06	9.477008016582602311e-06	2.069968859392583307e-05	4.247300324742447637e-05	8.186885652954063567e-05	1.482453477669019469e-04	2.521738312839440373e-04	4.029726349883612393e-04	6.049335736520805801e-04	8.530930749648140592e-04	1.130164703490527025e-03	1.406512698581467800e-03	1.644379940683242088e-03	1.805998053872668978e-03	1.863326586039335550e-03	1.805998053872668978e-03	1.644379940683242088e-03	1.406512698581467800e-03	1.130164703490527025e-03	8.530930749648140592e-04	6.049335736520805801e-04	4.029726349883612393e-04	2.521738312839440373e-04	1.482453477669019469e-04	8.186885652954063567e-05	4.247300324742447637e-05	2.069968859392583307e-05	9.477008016582602311e-06	4.076010357235083624e-06	1.646857055153040459e-06	6.250764331933712831e-07	2.228778660093506177e-07	7.465473380985820650e-08	2.349115424938865604e-08	6.943971932482010513e-09	1.928271364234862257e-09	5.030196396416584672e-10	1.232702641416749476e-10	2.837842616316361421e-11
2.076210010587878091e-11	9.600297824295535826e-11	4.170179282795468424e-10	1.701693506279837981e-09	6.523257941183735571e-09	2.349115424938865604e-08	7.946955047258184150e-08	2.525537090913310391e-07	7.539861019180172547e-07	2.114606316468029416e-06	5.571245604886271706e-06	1.378896530039555628e-05	3.206030486656371057e-05	7.002614388454435823e-05	1.436843179121848198e-04	2.769587716736484836e-04	5.015075471225025712e-04	8.530930749648140592e-04	1.363238852178167348e-03	2.046463900987513865e-03	2.885976672708223927e-03	3.823297910050898595e-03	4.758171127038430398e-03	5.562865634651768809e-03	6.109612664067101163e-03	6.303552588524261036e-03	6.109612664067101163e-03	5.562865634651768809e-03	4.758171127038430398e-03	3.823297910050898595e-03	2.885976672708223927e-03	2.046463900987513865e-03	1.363238852178167348e-03	8.530930749648140592e-04	5.015075471225025712e-04	2.769587716736484836e-04	1.436843179121848198e-04	7.002614388454435823e-05	3.206030486656371057e-05	1.378896530039555628e-05	5.571245604886271706e-06	2.114606316468029416e-06	7.539861019180172547e-07	2.525537090913310391e-07	7.946955047258184150e-08	2.349115424938865604e-08	6.523257941183735571e-09	1.701693506279837981e-09	4.170179282795468424e-10	9.600297824295535826e-11
6.598181767838618453e-11	3.050968338802662070e-10	1.325280235238262458e-09	5.407970778642846889e-09	2.073087086322244719e-08	7.465473380985820650e-08	2.525537090913310391e-07	8.026140275928058631e-07	2.396162876351087574e-06	6.720204975567510795e-06	1.770538191553321282e-05	4.382124109721817804e-05	1.018874381508308929e-04	2.225426250209709580e-04	4.566278179653243566e-04	8.801731560780846376e-04	1.593787688616437681e-03	2.711124185317076440e-03	4.332364112387804798e-03	6.503648827033810254e-03	9.171614897897140128e-03	1.215041562966473129e-02	1.512143656883319781e-02	1.767875042520498929e-02	1.941630889121329778e-02	2.003264869647553362e-02	1.941630889121329778e-02	1.767875042520498929e-02	1.512143656883319781e-02	1.215041562966473129e-02	9.171614897897140128e-03	6.503648827033810254e-03	4.332364112387804798e-03	2.711124185317076440e-03	1.593787688616437681e-03	8.801731560780846376e-04	4.566278179653243566e-04	2.225426250209709580e-04	1.018874381508308929e-04	4.382124109721817804e-05	1.770538191553321282e-05	6.720204975567510795e-06	2.396162876351087574e-06	8.026140275928058631e-07	2.525537090913310391e-07	7.465473380985820650e-08	2.073087086322244719e-08	5.407970778642846889e-09	1.325280235238262458e-09	3.050968338802662070e-10
1.969853212126092408e-10	9.108508970728353804e-10	3.956555942541846140e-09	1.614521846202981103e-08	6.189094813837926115e-08	2.228778660093506177e-07	7.539861019180172547e-07	2.396162876351087574e-06	7.153620959283844030e-06	2.006282612854382090e-05	5.285850657863441543e-05	1.308260602268671241e-04	3.041797034070761459e-04	6.643895548153898496e-04	1.363238852178167348e-03	2.627711663201913114e-03	4.758171127038430398e-03	8.093921739092957424e-03	1.293405011132705944e-02	1.941630889121329778e-02	2.738138430054855646e-02	3.627444059426455925e-02	4.514427071752895315e-02	5.277899963473290518e-02	5.796639101913931419e-02	5.980644179051218534e-02	5.796639101913931419e-02	5.277899963473290518e-02	4.514427071752895315e-02	3.627444059426455925e-02	2.738138430054855646e-02	1.941630889121329778e-02	1.293405011132705944e-02	8.093921739092957424e-03	4.758171127038430398e-03	2.627711663201913114e-03	1.363238852178167348e-03	6.643895548153898496e-04	3.041797034070761459e-04	1.308260602268671241e-04	5.285850657863441543e-05	2.006282612854382090e-05	7.153620959283844030e-06	2.396162876351087574e-06	7.539861019180172547e-07	2.228778660093506177e-07	6.189094813837926115e-08	1.614521846202981103e-08	3.956555942541846140e-09	9.108508970728353804e-10
5.524589955014308314e-10	2.554544514031662363e-09	1.109643555269115894e-08	4.528038494836433497e-08	1.735774565773659063e-07	6.250764331933712831e-07	2.114606316468029416e-06	6.720204975567510795e-06	2.006282612854382090e-05	5.626758735962955659e-05	1.482453477669019469e-04	3.669107595095173670e-04	8.530930749648140592e-04	1.863326586039335550e-03	3.823297910050898595e-03	7.369599607643241394e-03	1.334462093462472979e-02	2.269996488124242581e-02	3.627444059426455925e-02	5.445438492753322535e-02	7.679299134067356369e-02	1.017341845053220811e-01	1.266102382640592605e-01	1.480223650284276937e-01	1.625707639439429308e-01	1.677313139512559281e-01	1.625707639439429308e-01	1.480223650284276937e-01	1.266102382640592605e-01	1.017341845053220811e-01	7.679299134067356369e-02	5.445438492753322535e-02	3.627444059426455925e-02	2.269996488124242581e-02	1.334462093462472979e-02	7.369599607643241394e-03	3.823297910050898595e-03	1.863326586039335550e-03	8.530930749648140592e-04	3.669107595095173670e-04	1.482453477669019469e-04	5.626758735962955659e-05	2.006282612854382090e-05	6.720204975567510795e-06	2.114606316468029416e-06	6.250764331933712831e-07	1.735774565773659063e-07	4.528038494836433497e-08	1.109643555269115894e-08	2.554544514031662363e-09
