4	7	8	11	5	11	6	3	13	5	13	9	7	15	8	12	9	14	14	11	11	10	12	5	12	6	11	6	7	8	9	3	10	9	10	10	3	6	14	7	10	14	14	9	10	10	11	11	16	18	13	6	6	8	15	8	7	7	5	11	5	6	6	9	6	9	4	4	6	5	2	7	5	12	9	5	8	3	6	13	5	4	4	7	8	6	3	7	8	7	11	5	4	7	8	12	6	7	9	3	5	10	11	5	5	8	5	10	8	6	5	4	5	6	8	6	5	11	5	6	10	7	3	3	3	7	7	4	5	9	12	3	6	8	14	8	6	8	7	3	8	12	5	9	4	15	5	8	6	8	3	5	10	8	6	12	5	10	13	6	6	9	5	7	7	12	8	15	9	12	15	12	7	19	17	16	9	8	9	14	13	7	9	12	17	18	12	13	12	23	18	21	13	19	20	28	31	29	25	23	23	19	25	19	23	15	17	17	8	8	11	10	12	6	0	9	12	4	7	4	7	5	4	4	7	6	12	14	5	3	6	7	11	11	7	8	7	12	3	4	6	5	9	10	10	6	11	14	9	10
5	6	7	7	5	13	7	7	12	7	8	8	13	9	14	12	7	11	12	11	9	4	11	8	4	10	6	7	3	5	7	9	4	13	7	5	8	9	5	15	12	11	14	8	11	13	8	12	13	12	9	10	9	8	3	9	14	8	7	9	11	9	7	6	9	7	8	3	3	13	9	8	2	8	7	7	6	15	7	10	7	7	1	4	9	6	7	7	13	7	6	6	10	8	5	7	7	9	7	5	11	8	7	4	6	9	6	8	10	12	3	2	8	4	4	7	7	6	5	7	3	10	7	5	7	8	5	3	10	5	6	6	6	4	6	9	8	5	7	7	4	9	7	7	6	3	5	6	7	6	8	10	10	10	5	9	10	11	10	12	7	10	8	8	10	11	11	5	13	4	11	10	18	22	9	10	18	17	8	9	15	17	12	13	16	11	11	11	13	14	11	22	18	11	25	24	26	20	32	25	20	24	25	17	17	14	14	11	12	16	8	14	12	8	8	6	10	6	10	10	8	11	4	8	7	9	14	6	5	8	9	5	6	3	7	11	12	6	7	6	9	8	9	9	11	6	9	7	8	10
6	7	10	10	12	8	8	10	9	15	8	13	10	11	8	10	9	17	10	8	10	11	12	9	9	8	6	8	11	8	8	4	4	8	4	14	5	8	9	14	8	11	10	10	16	13	11	12	8	7	14	11	15	11	7	6	11	9	9	11	8	7	7	4	8	9	10	9	3	5	11	7	6	12	6	3	5	4	6	7	8	6	0	7	3	4	7	5	5	8	11	7	4	4	4	8	6	7	5	3	9	3	10	6	6	7	8	7	4	9	9	7	11	7	5	7	9	10	4	3	4	10	6	9	7	3	4	3	4	7	6	5	10	5	10	3	4	6	3	6	9	6	7	7	8	2	10	7	9	12	3	5	8	6	6	11	7	6	4	8	6	10	8	10	5	12	6	14	14	15	13	8	9	12	13	13	15	11	20	16	8	12	8	6	17	15	9	10	18	9	9	18	15	13	21	15	19	15	22	14	12	18	27	17	20	10	16	9	13	11	7	2	9	13	8	2	8	7	5	7	12	6	7	3	4	6	7	5	5	5	11	7	2	12	10	5	4	7	5	3	7	8	9	7	4	11	5	8	4	11
5	6	5	3	4	7	5	3	3	8	9	10	10	8	4	10	10	8	11	12	7	10	12	6	10	10	4	8	10	10	7	8	7	9	11	4	8	5	11	8	9	8	10	5	9	11	8	9	12	13	13	14	12	9	14	12	13	8	5	14	8	4	9	6	8	8	11	5	5	6	7	5	7	5	1	7	3	8	7	8	3	4	9	5	4	8	4	5	5	7	5	8	4	9	4	5	5	10	4	7	8	6	6	11	6	9	4	14	4	6	5	11	5	3	11	6	10	8	4	8	9	6	8	9	9	9	4	4	7	4	8	5	2	2	5	2	5	7	6	2	5	7	6	7	5	4	5	6	10	9	9	8	7	8	6	5	7	7	8	8	4	11	6	7	10	7	9	6	10	11	6	17	14	9	7	5	13	12	10	13	10	11	10	4	12	8	10	10	12	18	14	15	17	23	13	15	9	14	19	14	17	13	12	18	22	17	17	9	9	8	6	9	16	8	8	10	3	8	8	5	9	9	12	6	4	5	5	10	6	10	8	8	2	7	9	6	10	3	10	8	5	8	7	10	11	8	9	6	7	13
4	7	7	8	2	6	7	10	4	10	9	11	5	7	6	8	8	7	9	11	14	4	12	7	10	13	7	5	5	7	8	8	12	7	8	4	6	10	13	11	14	7	11	6	10	13	9	7	7	12	12	10	15	12	8	10	9	10	4	8	2	10	6	7	12	6	6	9	4	6	7	8	5	6	3	6	6	7	1	5	7	3	9	5	7	4	5	4	3	11	7	7	5	8	5	5	5	8	7	5	7	4	5	9	15	5	7	8	3	5	5	10	11	8	9	12	5	6	9	10	8	4	2	3	8	8	4	4	5	8	5	2	6	10	2	9	4	6	10	9	9	6	3	8	11	5	7	7	5	8	12	4	10	3	15	7	9	9	4	4	10	13	6	13	7	12	12	9	8	14	7	9	13	10	11	11	18	13	11	9	11	8	10	12	9	12	15	20	17	12	15	7	7	11	8	11	17	18	19	18	8	20	17	16	13	13	10	16	7	8	15	10	7	8	7	9	6	8	5	8	10	5	7	5	4	8	11	7	5	11	8	7	7	12	4	4	11	4	6	10	5	5	4	6	13	9	7	11	11	8
10	6	6	10	12	8	11	11	5	6	2	6	8	6	10	6	12	10	15	9	9	11	10	8	7	6	8	4	5	7	6	6	4	8	3	5	13	6	7	19	8	7	11	14	13	8	13	10	15	13	7	14	9	12	9	12	10	7	13	3	6	7	4	8	12	6	11	6	7	1	8	4	6	7	4	3	8	6	4	10	2	2	7	2	3	3	8	4	9	5	12	4	5	7	4	5	6	6	3	7	8	6	10	6	12	11	12	8	14	12	5	4	6	6	6	3	8	4	7	7	5	8	3	7	7	9	5	4	2	5	1	6	11	5	7	5	8	6	10	5	5	5	5	6	6	2	4	8	4	10	11	4	5	7	12	4	7	9	4	8	7	17	7	9	5	10	14	15	15	11	16	16	15	6	11	15	5	13	7	10	10	13	12	12	12	9	13	11	12	15	13	8	10	8	10	11	18	14	10	15	16	15	10	7	19	14	7	11	6	5	4	6	9	9	7	5	7	6	6	10	8	10	8	6	10	6	6	11	9	8	6	3	5	12	3	11	6	7	3	8	3	5	3	4	4	5	8	11	9	13
4	3	2	5	6	7	5	6	4	5	7	5	6	9	10	9	8	12	12	9	8	10	6	6	9	10	9	9	7	6	6	8	7	5	4	2	13	3	10	10	6	10	12	5	11	10	13	14	14	12	10	8	12	7	7	8	7	5	6	6	11	11	11	2	11	12	10	7	3	8	7	6	6	6	8	3	6	6	9	4	2	4	5	1	3	4	2	4	3	5	2	3	6	5	4	7	7	6	9	5	8	9	12	9	4	10	7	7	5	8	3	9	8	6	5	3	9	15	3	5	4	6	6	6	6	8	3	6	11	7	8	4	9	7	11	5	3	6	8	6	10	7	4	6	7	6	6	7	8	3	6	3	3	6	7	7	11	11	5	5	8	5	9	6	11	7	12	19	9	3	6	17	8	20	12	9	12	14	15	15	12	10	13	5	7	10	8	8	7	10	15	5	11	8	14	17	11	21	11	11	10	17	12	6	10	11	9	15	6	13	9	10	2	14	4	6	10	4	7	10	12	6	4	6	6	8	10	9	11	10	7	13	5	8	7	7	8	8	8	8	4	10	5	6	8	7	7	4	10	10
4	8	8	9	4	7	4	7	7	9	7	5	12	12	13	13	9	12	12	8	8	3	9	7	10	7	8	5	5	5	6	10	8	8	8	8	7	8	7	9	7	16	6	5	11	11	8	9	7	11	7	9	7	10	3	3	10	9	6	12	13	4	7	15	10	8	7	7	8	6	5	9	5	5	5	7	6	7	5	5	6	7	6	6	2	5	4	3	7	4	6	8	5	7	7	4	10	7	6	4	9	8	9	10	9	5	6	14	5	9	3	4	3	3	4	2	6	7	7	12	7	6	6	6	3	8	4	5	3	4	5	9	6	3	9	8	5	4	6	10	5	7	9	4	9	10	9	5	6	1	7	6	5	10	9	4	4	6	10	7	3	3	6	5	6	8	12	12	4	8	9	7	13	16	13	13	11	14	6	7	6	7	9	4	6	9	8	7	18	8	9	9	9	13	11	4	10	10	13	9	10	5	11	7	10	8	6	6	7	7	5	3	7	11	7	9	6	6	3	10	4	6	5	9	9	8	6	16	9	9	8	9	9	6	9	12	4	4	9	5	8	4	5	4	7	12	7	6	8	7
9	6	5	6	6	6	13	5	11	11	4	10	10	11	8	12	8	11	20	9	6	8	7	11	7	4	9	11	13	6	3	5	5	8	7	5	6	10	6	10	6	5	8	5	7	7	7	14	7	9	11	13	7	5	9	5	5	9	7	7	8	9	10	6	11	8	11	4	4	6	10	4	6	6	3	8	6	9	7	8	4	4	5	2	3	6	3	2	3	4	3	2	10	9	5	1	10	3	8	11	13	8	14	3	10	10	7	3	6	13	6	8	6	6	2	4	7	8	5	2	5	6	5	2	5	1	6	7	5	7	3	4	7	10	4	6	2	8	8	6	4	11	2	4	8	3	7	9	7	4	6	10	2	9	5	6	8	5	13	8	9	8	8	6	5	9	10	6	8	9	7	9	12	11	9	4	9	16	5	10	12	12	5	4	9	10	10	7	6	4	5	10	10	5	10	6	12	12	7	8	8	12	8	14	9	12	10	4	8	9	7	4	8	5	9	9	6	6	13	5	7	9	8	8	6	5	6	8	9	11	15	7	2	13	3	3	4	9	7	7	9	7	5	8	9	10	11	6	8	12
6	1	9	12	7	6	6	8	7	10	9	4	15	13	5	13	10	13	17	16	7	12	9	8	12	9	10	7	5	6	6	2	9	11	7	3	6	5	7	7	10	9	5	4	4	6	7	18	16	10	9	10	3	6	13	6	7	11	2	11	6	6	9	4	10	7	7	3	5	5	10	4	10	7	8	5	0	5	5	7	7	3	3	6	4	1	6	2	5	5	11	8	3	6	10	4	10	6	7	10	10	13	10	9	4	6	5	8	7	5	6	6	12	9	3	6	7	5	9	4	5	6	4	5	8	5	3	3	5	3	2	6	5	5	6	6	3	2	6	6	4	6	4	5	7	3	5	6	6	3	4	7	6	5	3	6	7	10	5	9	9	3	8	6	9	8	6	7	9	9	13	8	9	5	12	13	8	7	7	8	7	5	4	11	10	9	2	9	10	7	5	10	4	16	11	5	8	6	9	6	6	8	5	5	10	8	14	4	9	4	12	6	9	8	6	10	3	5	5	8	7	8	13	4	8	6	11	9	4	11	19	9	4	6	7	11	3	6	8	8	6	8	1	10	3	9	11	8	15	9
